Name,Enabled,DNSHostName,DistinguishedName,System,LastLogonDate,Laps,LapsExpirationDays,LapsExpirationTime
SRAWKS-HQ-1926,TRUE,SRAWKS-HQ-1926.sra.org.sz,"CN=SRAWKS-HQ-1926,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/07/18 11:07,FALSE,,
SRATBL-NGW-6479,TRUE,SRATBL-NGW-6479.sra.org.sz,"CN=SRATBL-NGW-6479,OU=Computers,OU=Ngwenya_border,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/08/30 22:18,FALSE,,
WKS-PPK-6034,TRUE,WKS-PPK-6034.sra.org.sz,"CN=WKS-PPK-6034,OU=Computers,OU=Piggs_Peak_Service_Center,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 07:55,TRUE,21,2022/11/25 08:19
WKS-LAV-5949,TRUE,WKS-LAV-5949.sra.org.sz,"CN=WKS-LAV-5949,OU=Computers,OU=Lavumisa_border,DC=sra,DC=org,DC=sz",Windows 11,2022/10/26 13:22,FALSE,,
LPT-HQ-6686,TRUE,LPT-HQ-6686.sra.org.sz,"CN=LPT-HQ-6686,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 07:59,TRUE,16,2022/11/20 12:03
LPT-HQ-6794,TRUE,LPT-HQ-6794.sra.org.sz,"CN=LPT-HQ-6794,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 08:27,TRUE,28,2022/12/02 08:57
LPT-HQ-6795,TRUE,LPT-HQ-6795.sra.org.sz,"CN=LPT-HQ-6795,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/01 08:54,TRUE,27,2022/12/02 07:59
LPT-HQ-6793,TRUE,LPT-HQ-6793.sra.org.sz,"CN=LPT-HQ-6793,OU=ICT,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 07:50,TRUE,28,2022/12/02 08:21
LPT-HQ-6789,TRUE,LPT-HQ-6789.sra.org.sz,"CN=LPT-HQ-6789,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 10:36,TRUE,5,2022/11/09 08:25
LPT-HQ-6792,TRUE,LPT-HQ-6792.sra.org.sz,"CN=LPT-HQ-6792,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 07:52,TRUE,5,2022/11/09 08:26
LPT-HQ-6790,TRUE,LPT-HQ-6790.sra.org.sz,"CN=LPT-HQ-6790,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 07:50,TRUE,2,2022/11/06 16:00
LPT-HQ-6788,TRUE,LPT-HQ-6788.sra.org.sz,"CN=LPT-HQ-6788,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 07:56,TRUE,4,2022/11/09 07:53
WKS-TRN-2421,TRUE,WKS-TRN-2421.sra.org.sz,"CN=WKS-TRN-2421,OU=Training Computers,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 2004,2022/10/24 06:37,TRUE,-87,2022/08/08 14:03
WKS-HQ-6044,TRUE,WKS-HQ-6044.sra.org.sz,"CN=WKS-HQ-6044,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 07:51,TRUE,2,2022/11/06 11:43
SRASRV-ISE1,TRUE,srasrv-ise1.sra.org.sz,"CN=SRASRV-ISE1,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Cisco Identity Services Engine,2022/10/31 09:25,FALSE,,
WKS-STK-6022,TRUE,WKS-STK-6022.sra.org.sz,"CN=WKS-STK-6022,OU=Computers,OU=Siteki_Service_Center,DC=sra,DC=org,DC=sz",Windows 11,2022/10/27 08:12,TRUE,2,2022/11/06 12:09
LPT-HQ-5806,TRUE,LPT-HQ-5806.sra.org.sz,"CN=LPT-HQ-5806,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 08:39,TRUE,2,2022/11/06 08:11
WKS-TRN-2183,TRUE,WKS-TRN-2183.sra.org.sz,"CN=WKS-TRN-2183,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 1703,2022/10/07 11:07,FALSE,,
WKS-TRN-2196,TRUE,WKS-TRN-2196.sra.org.sz,"CN=WKS-TRN-2196,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/26 15:02,FALSE,,
LPT-HQ-6837,TRUE,LPT-HQ-6837.sra.org.sz,"CN=LPT-HQ-6837,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 07:58,TRUE,21,2022/11/25 09:41
LPT-HQ-6810,TRUE,LPT-HQ-6810.sra.org.sz,"CN=LPT-HQ-6810,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 08:06,FALSE,,
LPT-HQ-6836,TRUE,LPT-HQ-6836.sra.org.sz,"CN=LPT-HQ-6836,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:22,TRUE,5,2022/11/09 08:10
LPT-HQ-6834,TRUE,LPT-HQ-6834.sra.org.sz,"CN=LPT-HQ-6834,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/27 14:13,TRUE,22,2022/11/26 14:17
LPT-HQ-6838,TRUE,LPT-HQ-6838.sra.org.sz,"CN=LPT-HQ-6838,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/25 06:09,TRUE,2,2022/11/06 11:10
LPT-HQ-6849,TRUE,LPT-HQ-6849.sra.org.sz,"CN=LPT-HQ-6849,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:25,TRUE,14,2022/11/18 10:29
LPT-HQ-6847,TRUE,LPT-HQ-6847.sra.org.sz,"CN=LPT-HQ-6847,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/10/27 09:45,TRUE,1,2022/11/05 11:55
LPT-HQ-6835,TRUE,LPT-HQ-6835.sra.org.sz,"CN=LPT-HQ-6835,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 07:49,TRUE,28,2022/12/02 10:32
LPT-HQ-6845,TRUE,LPT-HQ-6845.sra.org.sz,"CN=LPT-HQ-6845,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/27 10:01,TRUE,2,2022/11/06 08:37
LPT-HQ-6844,TRUE,LPT-HQ-6844.sra.org.sz,"CN=LPT-HQ-6844,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/27 11:02,TRUE,2,2022/11/06 10:50
LPT-HQ-6841,TRUE,LPT-HQ-6841.sra.org.sz,"CN=LPT-HQ-6841,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 15:46,TRUE,0,2022/11/04 14:53
LPT-HQ-6853,TRUE,LPT-HQ-6853.sra.org.sz,"CN=LPT-HQ-6853,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:35,TRUE,14,2022/11/18 10:07
LPT-HQ-6833,TRUE,LPT-HQ-6833.sra.org.sz,"CN=LPT-HQ-6833,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/24 08:28,TRUE,24,2022/11/28 20:39
LPT-HQ-6832,TRUE,LPT-HQ-6832.sra.org.sz,"CN=LPT-HQ-6832,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 10:39,TRUE,7,2022/11/11 08:39
LPT-HQ-6851,TRUE,LPT-HQ-6851.sra.org.sz,"CN=LPT-HQ-6851,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/27 10:19,TRUE,19,2022/11/23 08:31
LPT-HQ-6822,TRUE,LPT-HQ-6822.sra.org.sz,"CN=LPT-HQ-6822,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 10:41,TRUE,5,2022/11/09 09:14
LPT-HQ-6821,TRUE,LPT-HQ-6821.sra.org.sz,"CN=LPT-HQ-6821,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:25,TRUE,19,2022/11/23 12:23
LPT-HQ-6807,TRUE,LPT-HQ-6807.sra.org.sz,"CN=LPT-HQ-6807,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/03 10:13,TRUE,11,2022/11/16 08:06
LPT-HQ-6825,TRUE,LPT-HQ-6825.sra.org.sz,"CN=LPT-HQ-6825,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 10:49,TRUE,28,2022/12/02 09:36
LPT-HQ-6823,TRUE,LPT-HQ-6823.sra.org.sz,"CN=LPT-HQ-6823,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:51,TRUE,16,2022/11/20 09:38
LPT-HQ-6816,TRUE,LPT-HQ-6816.sra.org.sz,"CN=LPT-HQ-6816,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 10:15,TRUE,25,2022/11/29 12:29
LPT-HQ-6813,TRUE,LPT-HQ-6813.sra.org.sz,"CN=LPT-HQ-6813,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 09:33,TRUE,19,2022/11/23 09:10
LPT-HQ-6840,TRUE,LPT-HQ-6840.sra.org.sz,"CN=LPT-HQ-6840,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:38,TRUE,11,2022/11/16 08:02
LPT-HQ-6842,TRUE,LPT-HQ-6842.sra.org.sz,"CN=LPT-HQ-6842,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 07:47,TRUE,14,2022/11/18 08:16
LPT-HQ-6843,TRUE,LPT-HQ-6843.sra.org.sz,"CN=LPT-HQ-6843,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 08:53,TRUE,16,2022/11/20 11:31
LPT-HQ-6848,TRUE,LPT-HQ-6848.sra.org.sz,"CN=LPT-HQ-6848,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 07:55,TRUE,16,2022/11/20 12:15
LPT-HQ-6852,TRUE,LPT-HQ-6852.sra.org.sz,"CN=LPT-HQ-6852,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/28 16:43,TRUE,17,2022/11/21 17:14
LPT-HQ-6829,TRUE,LPT-HQ-6829.sra.org.sz,"CN=LPT-HQ-6829,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 09:57,TRUE,7,2022/11/11 11:48
LPT-HQ-6830,TRUE,LPT-HQ-6830.sra.org.sz,"CN=LPT-HQ-6830,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/27 10:59,TRUE,13,2022/11/17 20:04
LPT-HQ-6817,TRUE,LPT-HQ-6817.sra.org.sz,"CN=LPT-HQ-6817,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/27 08:23,TRUE,4,2022/11/09 08:05
LPT-HQ-6827,TRUE,LPT-HQ-6827.sra.org.sz,"CN=LPT-HQ-6827,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 10:54,TRUE,19,2022/11/23 08:25
LPT-HQ-6824,TRUE,LPT-HQ-6824.sra.org.sz,"CN=LPT-HQ-6824,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 14:34,TRUE,19,2022/11/23 08:49
LPT-HQ-6820,TRUE,LPT-HQ-6820.sra.org.sz,"CN=LPT-HQ-6820,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/02 07:19,TRUE,20,2022/11/25 08:04
LPT-HQ-6819,TRUE,LPT-HQ-6819.sra.org.sz,"CN=LPT-HQ-6819,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/24 09:24,TRUE,28,2022/12/02 21:12
LPT-HQ-6831,TRUE,LPT-HQ-6831.sra.org.sz,"CN=LPT-HQ-6831,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 09:08,TRUE,22,2022/11/26 10:55
LPT-HQ-6850,TRUE,LPT-HQ-6850.sra.org.sz,"CN=LPT-HQ-6850,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 10:45,TRUE,26,2022/11/30 08:51
LPT-HQ-6811,TRUE,LPT-HQ-6811.sra.org.sz,"CN=LPT-HQ-6811,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 09:37,TRUE,26,2022/11/30 08:22
LPT-HQ-6809,TRUE,LPT-HQ-6809.sra.org.sz,"CN=LPT-HQ-6809,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:14,TRUE,2,2022/11/06 08:44
LPT-HQ-6828,TRUE,LPT-HQ-6828.sra.org.sz,"CN=LPT-HQ-6828,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/27 23:02,TRUE,23,2022/11/27 14:33
LPT-HQ-6805,TRUE,LPT-HQ-6805.sra.org.sz,"CN=LPT-HQ-6805,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/25 08:15,TRUE,2,2022/11/06 10:02
LPT-HQ-6808,TRUE,LPT-HQ-6808.sra.org.sz,"CN=LPT-HQ-6808,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/03 15:18,TRUE,21,2022/11/25 13:43
LPT-HQ-6806,TRUE,LPT-HQ-6806.sra.org.sz,"CN=LPT-HQ-6806,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/10/31 08:29,FALSE,,
LPT-HQ-6804,TRUE,LPT-HQ-6804.sra.org.sz,"CN=LPT-HQ-6804,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/11/01 07:10,FALSE,,
LPT-HQ-3025,TRUE,LPT-HQ-3025.sra.org.sz,"CN=LPT-HQ-3025,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 08:02,TRUE,28,2022/12/02 09:11
LPT-HQ-2996,TRUE,LPT-HQ-2996.sra.org.sz,"CN=LPT-HQ-2996,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:59,TRUE,21,2022/11/25 11:56
LPT-HQ-3039,TRUE,LPT-HQ-3039.sra.org.sz,"CN=LPT-HQ-3039,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 08:59,TRUE,28,2022/12/02 09:15
LPT-HQ-3042,TRUE,LPT-HQ-3042.sra.org.sz,"CN=LPT-HQ-3042,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:09,FALSE,,
SRATBT-LAV-5604,TRUE,SRATBT-LAV-5604.sra.org.sz,"CN=SRATBT-LAV-5604,OU=Computers,OU=Lavumisa_border,DC=sra,DC=org,DC=sz",Windows 10 20H2,2022/09/20 11:34,FALSE,,
SRALPT-HQ-3053,TRUE,SRALPT-HQ-3053.sra.org.sz,"CN=SRALPT-HQ-3053,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/27 08:48,TRUE,21,2022/11/25 11:02
SRV-FILE01,TRUE,SRV-FILE01.sra.org.sz,"CN=SRV-FILE01,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/28 01:31,FALSE,,
sralpt-hq-5621,TRUE,SRALPT-HQ-5621.sra.org.sz,"CN=sralpt-hq-5621,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/06/28 16:29,FALSE,,
LPT-HQ-5663,TRUE,LPT-HQ-5663.sra.org.sz,"CN=LPT-HQ-5663,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 09:51,TRUE,23,2022/11/27 09:00
WKS-HQ-2210,TRUE,WKS-HQ-2210.sra.org.sz,"CN=WKS-HQ-2210,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/10/26 08:22,TRUE,28,2022/12/02 09:34
WKS-HQ-2461,TRUE,WKS-HQ-2461.sra.org.sz,"CN=WKS-HQ-2461,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/11/02 11:50,TRUE,27,2022/12/01 15:53
LPT-HQ-2864,TRUE,LPT-HQ-2864.sra.org.sz,"CN=LPT-HQ-2864,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 09:55,TRUE,14,2022/11/18 14:40
TBT-HQ-6892,TRUE,TBT-HQ-6892.sra.org.sz,"CN=TBT-HQ-6892,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/28 18:24,TRUE,13,2022/11/17 08:32
SRAWKS-HQ-5876,TRUE,SRAWKS-HQ-5876.sra.org.sz,"CN=SRAWKS-HQ-5876,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/09/02 13:12,TRUE,-32,2022/10/02 13:13
SRASRV-APPS01,TRUE,SRASRV-APPS01.sra.org.sz,"CN=SRASRV-APPS01,OU=HQ,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/29 06:07,FALSE,,
WKS-HQ-5925,TRUE,WKS-HQ-5925.sra.org.sz,"CN=WKS-HQ-5925,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 08:51,TRUE,14,2022/11/18 08:27
SRV-PBI,TRUE,SRV-PBI.sra.org.sz,"CN=SRV-PBI,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/11/02 02:16,FALSE,,
LPT-HQ-6724,TRUE,LPT-HQ-6724.sra.org.sz,"CN=LPT-HQ-6724,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 10:54,TRUE,28,2022/12/02 08:49
LPT-HQ-3074,TRUE,LPT-HQ-3074.sra.org.sz,"CN=LPT-HQ-3074,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/25 12:54,TRUE,23,2022/11/27 13:55
WKS-HQ-2441,TRUE,WKS-HQ-2441.sra.org.sz,"CN=WKS-HQ-2441,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/26 14:32,TRUE,12,2022/11/16 12:36
WKS-HQ-2456,TRUE,WKS-HQ-2456.sra.org.sz,"CN=WKS-HQ-2456,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/02 12:24,TRUE,12,2022/11/16 09:11
WKS-HQ-2426,TRUE,WKS-HQ-2426.sra.org.sz,"CN=WKS-HQ-2426,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Unknown,2022/11/03 07:18,TRUE,14,2022/11/18 10:04
WKS-HQ-2704,TRUE,WKS-HQ-2704.sra.org.sz,"CN=WKS-HQ-2704,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 16:45,TRUE,12,2022/11/16 13:39
LPT-HQ-6812,TRUE,LPT-HQ-6812.sra.org.sz,"CN=LPT-HQ-6812,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 08:06,TRUE,13,2022/11/17 13:58
WKS-HQ-2443,TRUE,WKS-HQ-2443.sra.org.sz,"CN=WKS-HQ-2443,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/28 09:08,TRUE,12,2022/11/16 13:41
LPT-HQ-6839,TRUE,LPT-HQ-6839.sra.org.sz,"CN=LPT-HQ-6839,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/11/02 16:25,TRUE,2,2022/11/06 14:30
WKS-HQ-2444,TRUE,WKS-HQ-2444.sra.org.sz,"CN=WKS-HQ-2444,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/26 14:04,TRUE,12,2022/11/16 18:52
WKS-HQ-2051,TRUE,WKS-HQ-2051.sra.org.sz,"CN=WKS-HQ-2051,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/25 04:19,TRUE,12,2022/11/16 12:45
WKS-HQ-2428,TRUE,WKS-HQ-2428.sra.org.sz,"CN=WKS-HQ-2428,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/28 07:25,TRUE,12,2022/11/16 12:10
WKS-HQ-2699,TRUE,WKS-HQ-2699.sra.org.sz,"CN=WKS-HQ-2699,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 15:49,TRUE,12,2022/11/16 09:38
WKS-HQ-2209,TRUE,WKS-HQ-2209.sra.org.sz,"CN=WKS-HQ-2209,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/26 10:05,TRUE,12,2022/11/16 13:05
WKS-HQ-2197,TRUE,WKS-HQ-2197.sra.org.sz,"CN=WKS-HQ-2197,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 20:45,TRUE,12,2022/11/16 15:08
WKS-HQ-2462,TRUE,WKS-HQ-2462.sra.org.sz,"CN=WKS-HQ-2462,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/25 07:40,TRUE,24,2022/11/28 10:17
WKS-HQ-2449,TRUE,WKS-HQ-2449.sra.org.sz,"CN=WKS-HQ-2449,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/26 12:24,TRUE,12,2022/11/16 14:06
KSK-HQ-5855,TRUE,KSK-HQ-5855.sra.org.sz,"CN=KSK-HQ-5855,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/30 08:51,TRUE,12,2022/11/16 13:17
KSK-HQ-5856,TRUE,KSK-HQ-5856.sra.org.sz,"CN=KSK-HQ-5856,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/29 05:08,TRUE,12,2022/11/16 14:12
SRV-SP,TRUE,SRV-SP.sra.org.sz,"CN=SRV-SP,OU=Servers,DC=sra,DC=org,DC=sz",Windows Server 2022 Standard,2022/10/27 18:16,FALSE,,
WKS-HQ-2455,TRUE,WKS-HQ-2455.sra.org.sz,"CN=WKS-HQ-2455,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/24 11:07,FALSE,,
WKS-HQ-2705,TRUE,WKS-HQ-2705.sra.org.sz,"CN=WKS-HQ-2705,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/09/17 07:58,TRUE,-17,2022/10/17 12:11
WKS-HQ-2707,TRUE,WKS-HQ-2707.sra.org.sz,"CN=WKS-HQ-2707,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/03 10:24,TRUE,29,2022/12/03 10:41
WKS-HQ-2700,TRUE,WKS-HQ-2700.sra.org.sz,"CN=WKS-HQ-2700,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/09/21 09:09,TRUE,-14,2022/10/20 15:58
WKS-HQ-6026,TRUE,WKS-HQ-6026.sra.org.sz,"CN=WKS-HQ-6026,OU=Desktops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 07:54,TRUE,16,2022/11/20 11:29
WKS-GEG-6067,TRUE,WKS-GEG-6067.sra.org.sz,"CN=WKS-GEG-6067,OU=Gege_border,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/29 15:03,FALSE,,
WKS-GEG-6066,TRUE,WKS-GEG-6066.sra.org.sz,"CN=WKS-GEG-6066,OU=Gege_border,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/02 11:01,TRUE,17,2022/11/21 10:28
WKS-SAN-5854,TRUE,WKS-SAN-5854.sra.org.sz,"CN=WKS-SAN-5854,OU=Computers,OU=Ngwenya_border,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/27 19:31,TRUE,9,2022/11/13 11:24
LPT-HQ-5818,TRUE,LPT-HQ-5818.sra.org.sz,"CN=LPT-HQ-5818,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 11,2022/10/31 08:06,TRUE,5,2022/11/09 08:14
LPT-HQ-3081,TRUE,LPT-HQ-3081.sra.org.sz,"CN=LPT-HQ-3081,OU=Laptops,OU=SRA Head Quarters,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 09:11,TRUE,26,2022/11/30 09:12
WKS-BUL-5892,TRUE,WKS-BUL-5892.sra.org.sz,"CN=WKS-BUL-5892,OU=Computers,OU=Bulembu Border Gate,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/25 08:15,FALSE,,
WKS-NSA-5964,TRUE,WKS-NSA-5964.sra.org.sz,"CN=WKS-NSA-5964,OU=Computers,OU=Nsalitje_border,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/11/02 07:57,TRUE,27,2022/12/02 07:57
WKS-NSA-5963,TRUE,WKS-NSA-5963.sra.org.sz,"CN=WKS-NSA-5963,OU=Computers,OU=Nsalitje_border,DC=sra,DC=org,DC=sz",Windows 10 21H2,2022/10/31 10:52,TRUE,24,2022/11/28 14:37
